image,class,x0,y0,z0,visibility0,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32
namaste39.jpeg,1,0.5316,0.27301,-0.6227,0.9996,0.55067,0.24,-0.59104,0.99917,0.56302,0.24239,-0.59088,0.9991,0.57316,0.24492,-0.59054,0.99914,0.51512,0.23162,-0.58571,0.99932,0.50135,0.22829,-0.58563,0.99915,0.48852,0.22609,-0.58588,0.99919,0.58924,0.26526,-0.32795,0.99904,0.4654,0.24457,-0.29044,0.99896,0.54913,0.3201,-0.52084,0.99962,0.50447,0.31272,-0.51116,0.99954,0.67985,0.45293,-0.22329,0.99953,0.34902,0.44677,-0.14489,0.99971,0.70189,0.77228,-0.52561,0.99008,0.30819,0.76454,-0.51121,0.99533,0.53971,0.55569,-0.91122,0.99691,0.46576,0.55564,-0.99795,0.99601,0.51619,0.48834,-0.98284,0.98241,0.48955,0.47813,-1.07489,0.97913,0.52708,0.41929,-0.90457,0.97914,0.47824,0.44463,-1.00681,0.97483,0.52918,0.45755,-0.88531,0.98258,0.47445,0.47621,-0.98008,0.97664,0.60011,0.95405,-0.01568,0.9146,0.4029,0.95332,0.0187,0.92597,0.60536,1.32875,0.0622,0.00562,0.39938,1.33468,0.33391,0.00621,0.59035,1.65531,0.49207,9e-05,0.39117,1.66156,0.7937,0.0001,0.59495,1.71037,0.51898,0.00026,0.38194,1.71618,0.83174,0.00022,0.56008,1.77856,0.16548,0.00015,0.41358,1.78741,0.46691,0.0004
nm74.jpeg,1,0.50881,0.31978,-0.74848,0.99994,0.53078,0.27305,-0.71146,0.9999,0.54353,0.27289,-0.71126,0.99991,0.55447,0.27286,-0.71088,0.99986,0.48627,0.27361,-0.71049,0.99992,0.46879,0.27375,-0.71015,0.99993,0.45529,0.27473,-0.71051,0.99992,0.57127,0.29233,-0.406,0.9999,0.43816,0.29433,-0.39078,0.99996,0.53149,0.37474,-0.6306,0.99996,0.48197,0.38229,-0.62657,0.99998,0.66466,0.57601,-0.18377,0.9994,0.35691,0.58813,-0.22193,0.99981,0.75937,0.97878,-0.47433,0.85451,0.26624,0.9696,-0.52835,0.9542,0.61938,0.81451,-1.0269,0.94736,0.46591,0.8663,-1.10073,0.94012,0.54091,0.76412,-1.13227,0.87774,0.51082,0.78773,-1.20318,0.86327,0.54912,0.6968,-1.0692,0.88554,0.50793,0.73283,-1.15614,0.87087,0.54937,0.73757,-1.01481,0.87686,0.49706,0.76201,-1.08937,0.85951,0.61894,1.22811,-0.0208,0.02738,0.39185,1.2317,0.02464,0.0334,0.61674,1.70681,0.0864,0.00039,0.39648,1.71056,0.18528,0.0003,0.62332,2.12068,0.58446,4e-05,0.41609,2.12086,0.64085,1e-05,0.63127,2.18175,0.60954,5e-05,0.41,2.18429,0.67439,2e-05,0.59515,2.27777,0.1706,6e-05,0.45236,2.2725,0.21442,6e-05
nm54.jpeg,1,0.47028,0.17358,-0.45241,0.99992,0.48498,0.14821,-0.42024,0.99996,0.49258,0.1491,-0.42023,0.99994,0.49888,0.14978,-0.42031,0.99994,0.45887,0.14718,-0.4218,0.99997,0.45098,0.14729,-0.42196,0.99996,0.44537,0.14758,-0.4221,0.99997,0.513,0.1668,-0.23191,0.99991,0.43687,0.16836,-0.2394,0.99997,0.48709,0.20736,-0.38056,1.0,0.45517,0.2069,-0.3829,1.0,0.57425,0.3614,-0.17695,0.99933,0.378,0.35712,-0.19515,0.99974,0.6321,0.57021,-0.43409,0.97795,0.30828,0.57782,-0.4635,0.99144,0.4917,0.52013,-0.78207,0.92485,0.4314,0.51914,-0.76346,0.96388,0.4673,0.47276,-0.83408,0.86571,0.45704,0.47823,-0.81116,0.91023,0.46965,0.45465,-0.78488,0.85881,0.4578,0.45342,-0.76015,0.89334,0.47346,0.46819,-0.76276,0.82826,0.45237,0.46882,-0.74178,0.86964,0.53706,0.72361,0.00204,0.99976,0.42327,0.71533,-0.00194,0.99975,0.54466,0.68237,-0.61885,0.9788,0.40309,0.84726,-0.46139,0.93111,0.2859,0.85726,-0.38562,0.90497,0.59529,0.84362,-0.07902,0.62606,0.2732,0.86432,-0.34675,0.87565,0.60937,0.81626,-0.02414,0.57197,0.19528,0.83336,-0.4749,0.88911,0.69115,0.84982,-0.11879,0.58223
namaste19.jpeg,1,0.51976,0.22745,-0.85663,0.99995,0.54416,0.19668,-0.80434,0.99994,0.55931,0.19622,-0.80402,0.99991,0.57451,0.19507,-0.80371,0.99992,0.49284,0.19559,-0.7966,0.99996,0.47353,0.19529,-0.79645,0.99994,0.456,0.19476,-0.79661,0.99996,0.5981,0.20752,-0.40934,0.99994,0.43131,0.21068,-0.35879,0.99996,0.54695,0.26276,-0.70492,0.99998,0.48872,0.26064,-0.69156,0.99998,0.71703,0.3889,-0.2433,0.99994,0.30634,0.39405,-0.14905,0.99993,0.88629,0.60182,-0.60121,0.99871,0.15476,0.62512,-0.69916,0.99946,0.55886,0.54439,-1.09563,0.99554,0.44592,0.54522,-1.43161,0.99826,0.52226,0.48749,-1.20845,0.96817,0.49955,0.48278,-1.55241,0.98783,0.52276,0.47271,-1.09016,0.9631,0.49578,0.47147,-1.45378,0.98579,0.533,0.49186,-1.05061,0.9691,0.48709,0.49382,-1.40121,0.98633,0.6558,0.8435,-0.04772,0.99486,0.38455,0.84576,0.05191,0.99368,0.65594,1.1846,-0.20308,0.06033,0.37094,1.18091,0.38591,0.06821,0.63688,1.46024,0.63493,0.00028,0.37841,1.45623,1.12251,0.00054,0.6427,1.50556,0.69846,0.00073,0.37142,1.50152,1.18571,0.0008,0.60871,1.57192,0.23827,0.00029,0.40156,1.57085,0.70412,0.00077
namaste2.jpeg,1,0.4946,0.25279,-0.75517,0.9998,0.5167,0.2097,-0.72292,0.99962,0.52728,0.20942,-0.72293,0.99963,0.53704,0.20903,-0.7228,0.99954,0.48052,0.2105,-0.71302,0.99969,0.46996,0.20998,-0.71289,0.99972,0.4593,0.2095,-0.71321,0.99972,0.56054,0.22374,-0.43962,0.99963,0.4518,0.22439,-0.3823,0.99978,0.51971,0.29944,-0.64639,0.99994,0.47753,0.30715,-0.63094,0.99994,0.65258,0.47737,-0.26611,0.99975,0.36761,0.45776,-0.18991,0.99992,0.7516,0.81229,-0.54162,0.99391,0.26106,0.7962,-0.50339,0.99778,0.54295,0.68983,-0.99186,0.98796,0.44427,0.67524,-1.05611,0.99204,0.50862,0.6258,-1.08409,0.93584,0.48561,0.61545,-1.16112,0.95591,0.50947,0.58668,-1.02416,0.92669,0.48622,0.57986,-1.11005,0.94716,0.51457,0.60802,-0.97323,0.927,0.47961,0.59553,-1.04395,0.94697,0.58599,1.0148,-0.03505,0.63681,0.41285,1.01001,0.0372,0.68644,0.57981,1.48218,0.16695,0.00638,0.3857,1.47537,0.25706,0.01158,0.5743,1.85654,0.70114,0.00078,0.39495,1.85125,0.7109,0.0006,0.57888,1.91791,0.73407,0.00087,0.3917,1.90826,0.74649,0.00158,0.55368,1.98637,0.34903,0.00037,0.42171,1.99541,0.34065,0.00203
108.jpeg,1,0.51007,0.39037,-0.33989,0.99999,0.53989,0.36418,-0.27822,0.99999,0.55486,0.36458,-0.27812,0.99999,0.57018,0.36542,-0.27841,0.99998,0.48707,0.36325,-0.27285,0.99999,0.46996,0.36351,-0.27259,0.99999,0.45527,0.36394,-0.27296,0.99999,0.59709,0.3821,0.02695,0.99999,0.44396,0.37752,0.05982,1.0,0.53895,0.42176,-0.22472,0.99999,0.47508,0.42188,-0.21717,1.0,0.70619,0.53024,0.1125,0.99984,0.33992,0.52364,0.18633,0.99984,0.88061,0.74547,-0.10431,0.99642,0.06705,0.67561,-0.11226,0.99619,0.51191,0.63738,-0.24013,0.97904,0.40576,0.637,-0.27156,0.95845,0.45689,0.58677,-0.2733,0.8871,0.46205,0.59349,-0.30414,0.76823,0.46425,0.56555,-0.14436,0.87875,0.46412,0.57634,-0.19343,0.71582,0.47128,0.58617,-0.17859,0.83948,0.45185,0.59317,-0.2207,0.67462,0.6148,0.8803,-0.02486,0.95561,0.37745,0.88152,0.02613,0.96565,0.74638,1.03775,-0.60838,0.89389,0.26469,1.0845,-0.30888,0.91795,0.66795,1.28397,0.13361,0.27995,0.33633,1.33995,0.30101,0.55081,0.64224,1.31518,0.19547,0.23821,0.36206,1.37552,0.35097,0.34768,0.67589,1.40554,-0.14888,0.12683,0.30188,1.4493,0.00407,0.2293
nm81.jpeg,1,0.64589,0.38789,-0.39556,0.99986,0.66057,0.33797,-0.32741,0.99959,0.66862,0.33714,-0.32745,0.99958,0.67612,0.33671,-0.32699,0.99956,0.63203,0.33929,-0.34067,0.99965,0.61971,0.33848,-0.34078,0.99969,0.60798,0.33742,-0.34132,0.9997,0.68098,0.35701,-0.01221,0.99937,0.58826,0.35737,-0.05933,0.99976,0.66166,0.43841,-0.28284,0.99931,0.62319,0.44042,-0.29851,0.99953,0.76889,0.65564,0.11472,0.99361,0.49708,0.65939,-0.09425,0.99702,0.9038,0.96333,-0.32833,0.94674,0.42529,0.96073,-0.44394,0.97421,0.69739,0.64205,-0.70872,0.97136,0.63617,0.60247,-0.58596,0.95533,0.67147,0.54004,-0.79055,0.93017,0.65437,0.48149,-0.65584,0.88276,0.66583,0.51176,-0.696,0.93007,0.64587,0.48312,-0.57676,0.88717,0.67475,0.57798,-0.68804,0.91299,0.64457,0.53398,-0.56271,0.86717,0.73079,1.37334,0.053,0.00882,0.54135,1.37673,-0.05021,0.01118,0.73754,1.90035,0.00503,0.00412,0.57074,1.92219,-0.07876,0.00245,0.74076,2.38767,0.34605,7e-05,0.56234,2.41742,0.13213,6e-05,0.743,2.46862,0.3592,4e-05,0.54783,2.50447,0.13975,7e-05,0.74443,2.52091,-0.0025,0.00025,0.60749,2.5423,-0.26578,0.00058
namaste23.jpeg,1,0.50268,0.23863,-0.71614,0.99987,0.52323,0.20025,-0.64857,0.99973,0.53536,0.20153,-0.64855,0.9997,0.54841,0.20341,-0.64792,0.99961,0.48454,0.19952,-0.65545,0.99984,0.46869,0.20115,-0.65546,0.99987,0.45597,0.20313,-0.65596,0.99988,0.56962,0.23288,-0.29837,0.99959,0.44031,0.24057,-0.32023,0.99991,0.52671,0.29579,-0.59258,0.99991,0.47769,0.29736,-0.6001,0.99996,0.67183,0.56421,-0.13626,0.99917,0.35265,0.57129,-0.21892,0.99968,0.81183,0.9077,-0.52317,0.97961,0.22558,0.9079,-0.62581,0.99606,0.57641,0.82123,-1.06543,0.95369,0.47228,0.84103,-1.14979,0.97294,0.53796,0.76131,-1.17251,0.84494,0.5229,0.78739,-1.26218,0.90169,0.53271,0.73762,-1.08761,0.8441,0.52571,0.7636,-1.19138,0.90255,0.54228,0.75225,-1.04267,0.82362,0.51706,0.77708,-1.12712,0.89021,0.63232,1.23187,-0.00635,0.21667,0.40228,1.23958,0.0095,0.26387,0.63062,1.73198,0.09319,0.01399,0.41955,1.73216,0.04097,0.00999,0.63798,2.16883,0.59868,0.00046,0.434,2.16605,0.39292,0.00035,0.64496,2.23706,0.62189,0.00031,0.42751,2.23234,0.41333,0.00052,0.61356,2.32311,0.18238,0.00039,0.46835,2.32324,-0.05018,0.00117
nm78.jpeg,1,0.52159,0.49627,-1.23355,0.99968,0.5478,0.42646,-1.18397,0.99934,0.5618,0.42186,-1.18421,0.99923,0.57735,0.41787,-1.18413,0.99906,0.49876,0.43235,-1.18078,0.99943,0.48351,0.4323,-1.1805,0.99946,0.4702,0.43228,-1.18111,0.99956,0.60663,0.44143,-0.77787,0.99879,0.45289,0.45733,-0.75498,0.9997,0.55351,0.55585,-1.07471,0.99964,0.49578,0.55717,-1.06866,0.99983,0.74375,0.80563,-0.43927,0.98347,0.33926,0.76041,-0.47695,0.9973,0.77654,1.25195,-0.37452,0.13338,0.26416,1.2067,-0.44464,0.48694,0.7828,1.53971,-0.78188,0.03925,0.32461,1.45434,-0.97994,0.23069,0.80498,1.641,-0.8997,0.05567,0.33144,1.56062,-1.12701,0.24091,0.78028,1.62306,-0.97573,0.08435,0.36086,1.51761,-1.20238,0.3387,0.76004,1.58176,-0.83283,0.0875,0.36714,1.48143,-1.02746,0.3155,0.65512,1.57908,-0.0553,0.00063,0.39153,1.56424,0.05953,0.00074,0.62918,2.20532,-0.02424,0.00075,0.37885,2.16884,-0.06572,0.00036,0.61488,2.75289,0.58953,5e-05,0.37803,2.72049,0.40908,2e-05,0.61757,2.84129,0.61245,2e-05,0.3766,2.80916,0.43821,3e-05,0.57262,2.93319,0.00848,7e-05,0.41717,2.89661,-0.22066,0.00015
namaste35.jpeg,1,0.50706,0.34169,-0.45913,0.99903,0.5232,0.29237,-0.40304,0.99789,0.53254,0.28976,-0.40341,0.9985,0.54454,0.28746,-0.40304,0.998,0.48667,0.29856,-0.40279,0.99793,0.46982,0.2995,-0.40287,0.99855,0.45609,0.30077,-0.4037,0.99834,0.56621,0.30976,-0.08087,0.99779,0.44069,0.32848,-0.06516,0.99876,0.53342,0.39076,-0.34009,0.99725,0.4891,0.39862,-0.33818,0.99773,0.67882,0.59387,0.0461,0.98778,0.36067,0.60104,0.01604,0.99604,0.70625,0.96059,-0.45885,0.92407,0.31461,0.9624,-0.43441,0.97237,0.53538,0.65293,-1.00178,0.97009,0.47901,0.68394,-0.89363,0.9783,0.51107,0.53815,-1.09633,0.93641,0.49653,0.58709,-0.98693,0.94439,0.51513,0.52589,-1.01625,0.93575,0.4842,0.56131,-0.90751,0.94067,0.52235,0.5602,-0.98527,0.92377,0.48407,0.59632,-0.87421,0.93481,0.62426,1.23601,-0.01306,0.04426,0.39592,1.23864,0.0161,0.04711,0.61874,1.7176,-0.25915,0.00306,0.4041,1.71764,-0.0325,0.00218,0.62485,2.17043,-0.01682,0.00018,0.42329,2.16814,0.14262,0.00013,0.6327,2.23486,-0.0167,0.00016,0.4174,2.23526,0.14575,0.00016,0.59394,2.3165,-0.47707,0.00037,0.45977,2.30896,-0.30114,0.00063
nm102.jpeg,1,0.47426,0.5137,-1.66552,0.99672,0.51003,0.47626,-1.6152,0.99092,0.52818,0.47633,-1.61524,0.99015,0.54533,0.4764,-1.61501,0.98609,0.45768,0.47214,-1.60738,0.99533,0.4402,0.4698,-1.60754,0.99617,0.42383,0.46796,-1.60849,0.99659,0.57881,0.4821,-1.12262,0.99114,0.40632,0.47423,-1.07013,0.99851,0.50718,0.54788,-1.46417,0.99853,0.4387,0.54374,-1.45275,0.99936,0.75535,0.6496,-0.73928,0.9959,0.22692,0.64396,-0.73173,0.99953,0.9277,0.91283,-1.26869,0.97338,0.02851,0.88743,-1.2277,0.98736,0.54096,0.89448,-2.01623,0.86704,0.38553,0.92507,-2.06343,0.84761,0.47539,0.84336,-2.18893,0.63166,0.46535,0.89343,-2.24707,0.64147,0.47696,0.82348,-2.05266,0.63043,0.47561,0.87376,-2.15814,0.6471,0.49241,0.83493,-1.97404,0.57949,0.4565,0.8821,-2.04004,0.59702,0.65387,1.09446,-0.03676,0.06049,0.32033,1.09464,0.04115,0.12757,0.63948,1.42111,0.01093,0.0053,0.33259,1.41253,-0.05494,0.00607,0.62654,1.7163,0.81868,7e-05,0.33665,1.71957,0.5619,0.0002,0.63305,1.76266,0.86127,6e-05,0.33075,1.77266,0.60231,0.00023,0.57914,1.83546,0.20611,0.00011,0.37938,1.83077,-0.08627,0.00104
nm73.jpeg,1,0.59974,0.23086,-0.53875,0.99896,0.6259,0.19059,-0.50699,0.99829,0.63956,0.19118,-0.50691,0.99849,0.65363,0.19276,-0.50693,0.99832,0.58245,0.19105,-0.49224,0.99868,0.5682,0.19227,-0.49202,0.99878,0.55607,0.19364,-0.49245,0.99884,0.68214,0.21835,-0.27917,0.99872,0.54892,0.22086,-0.19687,0.99882,0.6303,0.28305,-0.45231,0.99945,0.58064,0.28488,-0.43066,0.99954,0.7829,0.48053,-0.20207,0.99919,0.46562,0.4737,-0.02703,0.99964,0.85308,0.8022,-0.398,0.98725,0.28729,0.80238,-0.36833,0.98372,0.62035,0.64824,-0.56536,0.98164,0.46262,0.66439,-0.91245,0.97176,0.55717,0.65289,-0.61239,0.89463,0.53301,0.65403,-0.99552,0.88152,0.55862,0.59522,-0.52722,0.88193,0.5424,0.60022,-0.93245,0.85771,0.57053,0.5969,-0.52831,0.88508,0.53639,0.61389,-0.89674,0.85978,0.69617,1.00564,-0.05402,0.567,0.48199,0.99818,0.05678,0.56965,0.67833,1.43961,0.04762,0.00296,0.43618,1.41936,0.25983,0.00172,0.65691,1.827,0.45987,0.00019,0.43386,1.81117,0.6494,0.0001,0.66105,1.88153,0.48313,0.00038,0.42831,1.86801,0.67656,0.00016,0.6245,1.96962,0.09972,0.00021,0.46491,1.95752,0.2814,0.00037
nm65.jpeg,1,0.55255,0.05625,-0.91087,0.97095,0.56856,0.0137,-0.86101,0.97029,0.58018,0.01464,-0.86072,0.96551,0.59183,0.01627,-0.86075,0.96835,0.53525,0.01459,-0.86668,0.97536,0.5236,0.01584,-0.86684,0.97354,0.51232,0.01753,-0.86734,0.97783,0.61259,0.03362,-0.54531,0.98212,0.49512,0.03668,-0.56064,0.98343,0.57336,0.11316,-0.79017,0.99466,0.53656,0.11465,-0.79543,0.99492,0.72474,0.33446,-0.37943,0.9974,0.39515,0.33855,-0.43983,0.99331,0.933,0.63206,-0.75395,0.99857,0.18455,0.62413,-0.84375,0.99261,0.64869,0.61067,-1.13935,0.97237,0.486,0.60559,-1.17629,0.87414,0.57654,0.59819,-1.22282,0.78134,0.53934,0.57844,-1.24951,0.55091,0.55184,0.53516,-1.10778,0.74822,0.54356,0.54917,-1.16258,0.50986,0.57432,0.54922,-1.09528,0.7569,0.53093,0.55314,-1.14286,0.51458,0.60936,0.96874,0.00511,0.94601,0.43647,0.97352,-0.00273,0.93633,0.6144,1.48988,0.24124,0.13856,0.40225,1.4718,0.25147,0.13208,0.60344,1.88714,0.9094,0.00203,0.40161,1.87276,0.77526,0.00336,0.60444,1.96242,0.95895,0.00265,0.39778,1.94368,0.81531,0.00356,0.58763,2.0366,0.59323,0.00197,0.4265,2.03481,0.41915,0.00445
namaste28.jpeg,1,0.58465,0.30827,-0.26779,0.99993,0.61468,0.28348,-0.19775,0.99996,0.62944,0.2843,-0.1978,0.99994,0.64302,0.28545,-0.19789,0.99996,0.56186,0.28241,-0.20138,0.99997,0.54219,0.28274,-0.20145,0.99997,0.52865,0.28358,-0.20159,0.99998,0.66586,0.30172,0.12012,0.99992,0.51004,0.29694,0.11324,0.99995,0.6094,0.3399,-0.15428,0.99997,0.55049,0.33779,-0.15677,0.99998,0.77289,0.48215,0.14997,0.99826,0.38035,0.45842,0.11707,0.99843,0.84294,0.69256,-0.10449,0.97897,0.2964,0.6563,-0.15198,0.98141,0.60989,0.59678,-0.52136,0.95438,0.52052,0.59552,-0.52873,0.96644,0.58338,0.55387,-0.55322,0.9098,0.55528,0.55597,-0.56904,0.92214,0.58732,0.53326,-0.48289,0.90193,0.5518,0.53691,-0.50004,0.90651,0.58994,0.54712,-0.48705,0.86724,0.54537,0.54893,-0.49557,0.87937,0.65258,0.79484,-0.00342,0.99954,0.43933,0.78483,0.00348,0.9995,0.92086,0.86833,-0.96301,0.99435,0.17135,0.87363,-0.87748,0.98769,0.40365,0.82828,-0.53051,0.71128,0.61415,0.86882,-0.43372,0.61309,0.36598,0.78676,-0.45035,0.62524,0.63995,0.82349,-0.35144,0.52248,0.18229,0.81218,-0.53429,0.68601,0.84367,0.87387,-0.42323,0.60177
namaste9.jpeg,1,0.51956,0.2666,-0.82929,0.99976,0.53959,0.23244,-0.80263,0.99972,0.55064,0.23044,-0.80245,0.9995,0.56259,0.22899,-0.80255,0.99955,0.50252,0.23387,-0.79787,0.99981,0.48929,0.23278,-0.79786,0.99973,0.47851,0.23212,-0.79811,0.99983,0.58157,0.23002,-0.51546,0.99967,0.46107,0.23397,-0.48463,0.9999,0.54015,0.29443,-0.71142,0.99996,0.49793,0.29674,-0.70374,0.99997,0.67039,0.38641,-0.31052,0.99954,0.36895,0.38596,-0.28527,0.99991,0.7919,0.57916,-0.58482,0.99598,0.24295,0.58334,-0.57673,0.99909,0.56806,0.53522,-0.93644,0.97744,0.45936,0.54945,-0.92647,0.99253,0.53237,0.49419,-1.00396,0.84052,0.51021,0.51764,-0.98413,0.94148,0.52917,0.46673,-0.90891,0.80199,0.51473,0.49719,-0.90552,0.93017,0.53484,0.48318,-0.89854,0.84528,0.50563,0.51015,-0.89455,0.93751,0.61947,0.77769,-0.01288,0.99032,0.43054,0.78792,0.01548,0.99124,0.61755,1.08559,0.05946,0.04052,0.42204,1.08406,0.30283,0.06897,0.6132,1.31943,0.70286,0.00022,0.42823,1.31449,0.91545,0.0006,0.61463,1.36746,0.75359,0.00055,0.42333,1.35892,0.97128,0.001,0.59959,1.41733,0.42931,0.00023,0.45373,1.41735,0.62874,0.00162
namaste45.jpeg,1,0.56336,0.25273,-0.45777,0.99953,0.59433,0.22027,-0.4482,0.99934,0.60925,0.22197,-0.44831,0.99927,0.62348,0.22459,-0.44829,0.9992,0.54666,0.21813,-0.41962,0.99954,0.53129,0.21775,-0.41948,0.99939,0.51835,0.2177,-0.41966,0.99933,0.65467,0.24565,-0.2837,0.99928,0.50968,0.23243,-0.15798,0.99922,0.59327,0.29782,-0.39044,0.99902,0.53924,0.29184,-0.35489,0.99932,0.677,0.39498,-0.26973,0.99049,0.47075,0.3977,0.09907,0.99843,0.65946,0.64914,-0.355,0.90918,0.43073,0.62632,-0.0072,0.7593,0.56655,0.50729,-0.33464,0.86171,0.52176,0.60928,-0.36622,0.62847,0.53269,0.47804,-0.34936,0.7807,0.54927,0.6276,-0.39168,0.54454,0.56059,0.45411,-0.31017,0.7623,0.54908,0.59628,-0.37491,0.53096,0.5614,0.46627,-0.3102,0.77933,0.55001,0.59133,-0.36558,0.57304,0.64056,0.83742,-0.10862,0.97646,0.4966,0.84558,0.11021,0.98553,0.63856,1.1297,-0.04993,0.20243,0.50123,1.1365,0.3715,0.17272,0.60963,1.37792,0.29094,0.0104,0.48766,1.40005,0.73594,0.01788,0.61877,1.41743,0.3129,0.0183,0.49205,1.44801,0.76594,0.04478,0.54974,1.47817,0.07469,0.00498,0.43242,1.48402,0.52517,0.0114
namaste12.jpeg,1,0.69636,0.24525,-0.53859,0.9991,0.70997,0.20587,-0.50721,0.99819,0.71712,0.20591,-0.50709,0.99846,0.72419,0.20552,-0.50686,0.99794,0.68441,0.20691,-0.50995,0.99778,0.67525,0.20716,-0.51014,0.99798,0.66667,0.20722,-0.51035,0.9975,0.73578,0.22648,-0.28431,0.99794,0.65409,0.22719,-0.28988,0.99772,0.71027,0.28853,-0.45396,0.99929,0.67993,0.28748,-0.45579,0.99901,0.80774,0.46495,-0.17037,0.99907,0.58658,0.46446,-0.18237,0.99929,0.82091,0.8199,-0.43027,0.99035,0.59388,0.82471,-0.39691,0.9951,0.72847,0.57453,-0.82439,0.9972,0.69208,0.58258,-0.70396,0.99808,0.72063,0.49567,-0.8951,0.98535,0.70446,0.49713,-0.76206,0.989,0.72621,0.46191,-0.84574,0.982,0.69584,0.4698,-0.73096,0.98638,0.7271,0.48752,-0.81309,0.98456,0.69188,0.50235,-0.69601,0.98622,0.7641,0.99354,-0.00137,0.9583,0.62995,0.98424,0.00296,0.9536,0.76346,1.37309,0.13221,0.01487,0.61778,1.37617,0.19399,0.03216,0.75999,1.70568,0.53537,0.00021,0.6235,1.7047,0.56143,0.00038,0.76445,1.77047,0.56168,0.00049,0.61914,1.76673,0.59014,0.00079,0.74552,1.82986,0.29774,0.00024,0.64609,1.83295,0.31305,0.00097
nm105.jpeg,1,0.52313,0.22104,-0.6954,0.99982,0.55103,0.18001,-0.6621,0.9996,0.56543,0.18023,-0.66216,0.99967,0.57819,0.18097,-0.66235,0.99958,0.5019,0.17964,-0.64377,0.99968,0.48651,0.17925,-0.64394,0.99969,0.47407,0.17943,-0.6445,0.99965,0.60557,0.20218,-0.38697,0.99973,0.46585,0.1964,-0.30462,0.9998,0.55505,0.27224,-0.58464,0.99982,0.49881,0.27106,-0.56217,0.99988,0.7188,0.44261,-0.27716,0.99947,0.37393,0.43983,-0.02346,0.99982,0.78213,0.81273,-0.54673,0.9924,0.2324,0.75451,-0.34206,0.9785,0.57187,0.66886,-0.9485,0.98194,0.44413,0.64293,-0.92641,0.96015,0.52148,0.58165,-1.02563,0.93087,0.48279,0.5794,-1.00774,0.84948,0.53666,0.53285,-0.94147,0.93022,0.48043,0.51622,-0.94008,0.82541,0.54213,0.55058,-0.9139,0.9041,0.47947,0.54728,-0.90662,0.81118,0.67156,0.9683,-0.10187,0.88576,0.42977,0.96453,0.10356,0.96312,0.69372,1.3426,-0.38913,0.18393,0.35923,1.33365,-0.38044,0.35416,0.63544,1.71734,0.07126,0.0078,0.43303,1.74861,0.09162,0.02253,0.63603,1.77677,0.10148,0.01657,0.45382,1.81076,0.12574,0.02858,0.59251,1.86344,-0.26141,0.00592,0.39866,1.89562,-0.22243,0.01459
namaste32.jpeg,1,0.46932,0.49424,-1.03083,0.99995,0.4932,0.43272,-0.97818,0.99995,0.50553,0.43055,-0.97824,0.99995,0.51816,0.42945,-0.97798,0.99992,0.4522,0.43602,-0.97249,0.99995,0.43854,0.43561,-0.97255,0.99995,0.42647,0.43585,-0.97288,0.99995,0.54176,0.44503,-0.61957,0.99995,0.41119,0.4512,-0.58926,0.99996,0.49206,0.54769,-0.89531,0.99996,0.44601,0.55,-0.88743,0.99997,0.65294,0.7784,-0.37213,0.99473,0.32572,0.75507,-0.34356,0.99689,0.7215,1.19322,-0.75548,0.74169,0.27431,1.17273,-0.6444,0.70191,0.60163,1.0065,-1.37756,0.86794,0.38487,1.06581,-1.33372,0.78148,0.55372,0.92868,-1.4886,0.8184,0.41931,1.05882,-1.45618,0.69679,0.57043,0.88965,-1.43952,0.84828,0.42915,0.89756,-1.42883,0.75046,0.55823,0.89875,-1.37155,0.79033,0.42985,0.90427,-1.33847,0.68011,0.58455,1.47959,-0.04274,0.01002,0.37941,1.47486,0.04582,0.01172,0.57252,2.00182,-0.08651,0.01484,0.38012,1.97057,-0.10832,0.00844,0.58076,2.49236,0.33732,0.00058,0.38935,2.4667,0.19269,0.00027,0.58653,2.57641,0.3498,0.00036,0.38805,2.55146,0.20424,0.00032,0.55392,2.65192,-0.10017,0.00076,0.41477,2.62994,-0.25933,0.00185
